task_id,department,corridor_id,corridor_name,defect_type,failure_type,severity,days_overdue,estimated_repair_time_min,spatial_start_km,spatial_end_km,priority_score,criticality,risk_score,delay_minutes
TASK_16059,Signal & Telecom,CORR_008,Howrah - Delhi Railway,Panel Indication Fault,Signal Failure,2,180,56,885.2,886.49,0.685,0.95,59.16605863179401,11.96943016239424
TASK_16060,Traction Distribution,CORR_001,Abhayapuri - Mainguri Railway Line,Bearing Overheating,Brake Failure,3,68,133,60.2,61.08,0.62,0.4,64.85348894955324,4.227010544587858
TASK_16061,Signal & Telecom,CORR_008,Howrah - Delhi Railway,Track Circuit Failure,Signal Failure,4,180,70,1306.35,1308.13,0.885,0.95,84.07122533376673,37.182702840336965
TASK_16062,Signal & Telecom,CORR_004,Bolangir - Khurda,Signal Relay Fault,Signal Failure,2,180,50,44.64,45.91,0.514,0.38,49.0544124867162,3.5292753716283016
TASK_16063,Traction Distribution,CORR_004,Bolangir - Khurda,Transformer Oil Leak,Brake Failure,3,164,118,167.74,169.62,0.614,0.38,76.60813089965421,63.50650020331699
TASK_16064,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Pantograph Damage,Brake Failure,2,180,93,2535.11,2536.49,0.694,0.98,47.2714751420545,19.1891282322606
TASK_16065,Signal & Telecom,CORR_002,Bhairabi Sairang Railway Link,Point Machine Failure,Signal Failure,4,180,96,49.2,50.46,0.711,0.37,61.740044372631885,3.73507121604975
TASK_16066,Engineering,CORR_015,Line 2: Chennai Egmore - Nagercoil,Ballast Deficiency,Track Defect,5,17,135,102.33,103.87,0.727,0.38,52.45555609078441,9.141813541160278
TASK_16067,Engineering,CORR_003,Bina - Katni railway,Sleeper Crack,Track Defect,4,180,121,201.53,203.21,0.753,0.51,69.5315701243708,23.273722367378216
TASK_16068,Engineering,CORR_005,Delhi - Kalka Line,Rail Wear,Track Defect,2,38,68,500.36,500.88,0.598,0.66,59.37535526167024,26.64970003543221
TASK_16069,Traction Distribution,CORR_003,Bina - Katni railway,Bearing Overheating,Brake Failure,2,180,90,202.15,203.43,0.553,0.51,64.35256911898713,6.164527182381307
TASK_16070,Engineering,CORR_002,Bhairabi Sairang Railway Link,Rail Wear,Track Defect,2,180,72,36.37,38.03,0.511,0.37,58.77825035751493,52.13167903145553
TASK_16071,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Brake Pad Wear,Bearing Failure,4,45,153,325.99,327.1,0.834,0.78,51.62078483426766,7.707840733077753
TASK_16072,Engineering,CORR_012,Konkan Railway,Rail Wear,Track Defect,3,180,102,253.54,254.11,0.656,0.52,62.898338195975576,16.009538649142975
TASK_16073,Engineering,CORR_020,Western Dedicated Freight Corridor,Ballast Deficiency,Track Defect,3,22,107,1601.57,1602.1,0.693,0.82,55.05365402525312,1.529041882946097
TASK_16074,Engineering,CORR_019,Mumbai-Pune Railway,Sleeper Crack,Wheel Defect,2,180,69,105.7,107.39,0.589,0.63,62.82377813856558,24.09111536715351
TASK_16075,Traction Distribution,CORR_019,Mumbai-Pune Railway,Pantograph Damage,Bearing Failure,4,180,130,92.19,92.99,0.789,0.63,56.59094325366106,4.822015460285275
TASK_16076,Signal & Telecom,CORR_005,Delhi - Kalka Line,Panel Indication Fault,Signal Failure,2,70,52,575.54,576.3,0.598,0.66,47.396883479424346,3.296705205944853
TASK_16077,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Loose Fastening,Wheel Defect,2,7,81,38.44,39.37,0.481,0.78,56.78159350632467,17.37402224456593
TASK_16078,Signal & Telecom,CORR_003,Bina - Katni railway,Cable Cut,Signal Failure,2,180,52,239.24,239.89,0.553,0.51,63.24523658157252,
TASK_16079,Traction Distribution,CORR_017,Lumding - Silchar BG Line,OHE Wire Sag,Brake Failure,2,180,89,148.91,149.49,0.511,0.37,59.37826655866115,39.5967081855236
TASK_16080,Signal & Telecom,CORR_003,Bina - Katni railway,Axle Counter Fault,Signal Failure,4,66,83,463.47,465.28,0.753,0.51,56.69182027816724,13.813877390693207
TASK_16081,Signal & Telecom,CORR_011,Kolkata Circular Railway,Cable Cut,Signal Failure,2,69,46,70.75,71.7,0.544,0.48,59.12513465264686,24.719778218813936
TASK_16082,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Sleeper Crack,Track Defect,3,124,108,1091.86,1093.23,0.734,0.78,46.53546692110034,45.5021571129253
TASK_16083,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,OHE Wire Sag,Brake Failure,2,180,101,551.23,553.02,0.634,0.78,59.70444389032521,2.5919746028126083
TASK_16084,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Transformer Oil Leak,Brake Failure,2,180,107,135.55,137.52,0.646,0.82,60.890673060174045,11.163646430754808
TASK_16085,Traction Distribution,CORR_016,Lucknow–Moradabad line,Brake Pad Wear,Brake Failure,2,166,84,153.87,155.4,0.595,0.65,48.57815423618632,51.27695167865279
TASK_16086,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Insulator Flashover,Brake Failure,3,44,132,857.27,859.2,0.764,0.88,51.63398550998348,6.777170953282749
TASK_16087,Engineering,CORR_012,Konkan Railway,Track Geometry Deviation,Track Defect,2,180,64,193.38,194.52,0.556,0.52,53.52988136252287,24.924424987525875
TASK_16088,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Bearing Overheating,Brake Failure,2,40,108,1003.5,1005.18,0.664,0.88,56.38015581483729,10.012012096019594
TASK_16089,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,OHE Wire Sag,Brake Failure,3,180,107,105.66,107.57,0.614,0.38,51.657598204882746,64.4432676961643
TASK_16090,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Bearing Overheating,Bearing Failure,4,180,138,373.47,374.05,0.846,0.82,53.65398182013251,20.423875659659476
TASK_16091,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Insulator Flashover,Brake Failure,5,180,178,644.68,645.66,0.994,0.98,53.23766606438526,10.780770321177975
TASK_16092,Traction Distribution,CORR_012,Konkan Railway,OHE Wire Sag,Bearing Failure,4,0,156,141.73,143.34,0.556,0.52,44.656967668203215,19.823661621356084
TASK_16093,Engineering,CORR_015,Line 2: Chennai Egmore - Nagercoil,Sleeper Crack,Wheel Defect,4,180,116,87.34,88.31,0.714,0.38,63.377916079283445,34.42536987170531
TASK_16094,Signal & Telecom,CORR_008,Howrah - Delhi Railway,Cable Cut,Signal Failure,3,85,84,1172.53,1173.06,0.785,0.95,59.96340263110664,10.994072184363688
TASK_16095,Engineering,CORR_019,Mumbai-Pune Railway,Ballast Deficiency,Wheel Defect,3,180,98,112.87,114.58,0.689,0.63,71.96191132181681,28.620679530531792
TASK_16096,Engineering,CORR_020,Western Dedicated Freight Corridor,Rail Wear,Track Defect,2,180,72,590.47,591.22,0.646,0.82,54.1968266182174,20.350511145626875
TASK_16097,Traction Distribution,CORR_010,Katni - Obra railway,Insulator Flashover,Brake Failure,3,20,132,110.54,111.52,0.583,0.5,49.95960723160948,62.20180506147607
TASK_16098,Traction Distribution,CORR_008,Howrah - Delhi Railway,Transformer Oil Leak,Brake Failure,2,180,99,2960.5,2962.37,0.685,0.95,62.22601860328631,44.31528679087857
TASK_16099,Signal & Telecom,CORR_009,Kashmir Railway,Point Machine Failure,Signal Failure,2,77,56,29.91,30.72,0.511,0.37,55.15610973960855,3.431538578507351
TASK_16100,Signal & Telecom,CORR_018,Mumbai - Delhi Railway,Panel Indication Fault,Signal Failure,2,93,53,2462.64,2464.48,0.664,0.88,63.32548181171246,26.27465597236624
TASK_16101,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,Pantograph Damage,Brake Failure,4,180,140,200.25,201.38,0.714,0.38,45.92015290930567,15.00522688420502
TASK_16102,Engineering,CORR_002,Bhairabi Sairang Railway Link,Sleeper Crack,Track Defect,4,180,120,38.66,40.54,0.711,0.37,51.79523600185962,8.303066007047198
TASK_16103,Engineering,CORR_011,Kolkata Circular Railway,Loose Fastening,Wheel Defect,2,160,90,65.52,67.34,0.544,0.48,53.82726413686262,17.29014301117328
TASK_16104,Signal & Telecom,CORR_001,Abhayapuri - Mainguri Railway Line,Track Circuit Failure,Signal Failure,2,180,45,76.77,77.89,0.52,0.4,63.11626310608314,2.669263872447416
TASK_16105,Engineering,CORR_017,Lumding - Silchar BG Line,Loose Fastening,Wheel Defect,3,68,81,141.55,143.43,0.611,0.37,49.92897200907585,29.72183650670233
TASK_16106,Engineering,CORR_007,Howrah - Chennai Main Line,Rail Wear,Wheel Defect,2,180,70,2485.55,2487.0,0.694,0.98,54.49209205848,11.33604929748523
TASK_16107,Signal & Telecom,CORR_009,Kashmir Railway,Track Circuit Failure,Signal Failure,2,180,50,15.22,16.43,0.511,0.37,66.15218845992587,9.863398584839654
TASK_16108,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Bearing Overheating,Brake Failure,2,180,86,7.61,8.91,0.664,0.88,46.84048095970207,13.777369929125417
TASK_16109,Signal & Telecom,CORR_002,Bhairabi Sairang Railway Link,Panel Indication Fault,Signal Failure,2,180,71,10.65,11.24,0.511,0.37,60.65333103202538,16.534020670027015
TASK_16110,Signal & Telecom,CORR_005,Delhi - Kalka Line,Axle Counter Fault,Signal Failure,3,180,65,109.22,110.93,0.698,0.66,53.69750101690707,14.797809530078368
TASK_16111,Engineering,CORR_008,Howrah - Delhi Railway,Loose Fastening,Wheel Defect,3,180,84,626.25,627.19,0.785,0.95,66.96863537770133,16.92302104402002
TASK_16112,Signal & Telecom,CORR_006,Eastern Dedicated Freight Corridor,Axle Counter Fault,Signal Failure,4,136,90,872.84,873.75,0.834,0.78,66.29656029384383,24.287985450061967
TASK_16113,Engineering,CORR_007,Howrah - Chennai Main Line,Ballast Deficiency,Track Defect,4,63,111,1821.75,1823.32,0.894,0.98,66.32515378623526,6.073307931903299
TASK_16114,Engineering,CORR_020,Western Dedicated Freight Corridor,Sleeper Crack,Track Defect,2,28,72,1377.13,1378.19,0.633,0.82,47.72693976111784,4.827349456085784
TASK_16115,Engineering,CORR_018,Mumbai - Delhi Railway,Rail Wear,Wheel Defect,3,180,90,513.27,514.54,0.764,0.88,47.153024426661744,4.555582513097396
TASK_16116,Traction Distribution,CORR_019,Mumbai-Pune Railway,OHE Wire Sag,Bearing Failure,3,180,123,18.14,19.27,0.689,0.63,54.42197179816088,3.344719346672036
TASK_16117,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Bearing Overheating,Brake Failure,4,180,138,1268.7,1269.96,0.846,0.82,53.74471851154846,7.697467736389922
TASK_16118,Traction Distribution,CORR_007,Howrah - Chennai Main Line,OHE Wire Sag,Brake Failure,5,66,168,1695.34,1696.17,0.994,0.98,54.3891708125545,29.286675134716187
TASK_16119,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Insulator Flashover,Brake Failure,2,49,94,2333.98,2335.81,0.694,0.98,60.23740534312496,25.10222873917996
TASK_16120,Engineering,CORR_006,Eastern Dedicated Freight Corridor,Ballast Deficiency,Track Defect,2,180,87,651.91,653.33,0.634,0.78,60.16285093833979,7.5139808907871855
TASK_16121,Engineering,CORR_018,Mumbai - Delhi Railway,Track Geometry Deviation,Track Defect,2,180,70,1912.75,1913.6,0.664,0.88,62.90345639205236,
TASK_16122,Engineering,CORR_015,Line 2: Chennai Egmore - Nagercoil,Ballast Deficiency,Wheel Defect,2,180,65,125.86,126.5,0.514,0.38,61.04963505046031,12.578159389244984
TASK_16123,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Bearing Overheating,Bearing Failure,3,180,110,1113.52,1114.82,0.734,0.78,53.45886156013799,26.43726949013204
TASK_16124,Traction Distribution,CORR_008,Howrah - Delhi Railway,Insulator Flashover,Brake Failure,2,180,86,94.59,95.79,0.685,0.95,60.66795370072272,2.156713835754525
TASK_16125,Signal & Telecom,CORR_010,Katni - Obra railway,Panel Indication Fault,Signal Failure,2,54,49,535.43,537.33,0.55,0.5,56.26935943330958,22.426991517814724
TASK_16126,Traction Distribution,CORR_011,Kolkata Circular Railway,Transformer Oil Leak,Brake Failure,5,33,177,49.15,50.0,0.844,0.48,59.80588304830766,5.528306490587025
TASK_16127,Signal & Telecom,CORR_019,Mumbai-Pune Railway,Signal Relay Fault,Signal Failure,3,180,64,26.55,28.37,0.689,0.63,54.49453445008956,18.742931912251144
TASK_16128,Engineering,CORR_008,Howrah - Delhi Railway,Ballast Deficiency,Wheel Defect,3,180,93,2592.55,2594.2,0.785,0.95,54.22409535408399,5.14192109218261
TASK_16129,Engineering,CORR_019,Mumbai-Pune Railway,Rail Wear,Wheel Defect,2,180,85,95.24,96.45,0.589,0.63,51.94628507577932,17.940068698394192
TASK_16130,Traction Distribution,CORR_008,Howrah - Delhi Railway,Brake Pad Wear,Brake Failure,4,58,136,109.82,111.63,0.885,0.95,64.6515054598182,19.82337714740706
TASK_16131,Traction Distribution,CORR_016,Lucknow–Moradabad line,OHE Wire Sag,Bearing Failure,2,180,87,437.23,439.02,0.595,0.65,71.30409913493561,19.010501821449516
TASK_16132,Engineering,CORR_020,Western Dedicated Freight Corridor,Track Geometry Deviation,Wheel Defect,3,134,84,828.61,830.18,0.746,0.82,67.4090300853289,21.41234833956748
TASK_16133,Traction Distribution,CORR_019,Mumbai-Pune Railway,Transformer Oil Leak,Brake Failure,3,180,118,147.79,148.44,0.689,0.63,50.14042224694703,10.8510667686431
TASK_16134,Traction Distribution,CORR_002,Bhairabi Sairang Railway Link,Bearing Overheating,Brake Failure,2,180,97,41.92,42.66,0.511,0.37,81.85494813837052,12.734078994825584
TASK_16135,Signal & Telecom,CORR_006,Eastern Dedicated Freight Corridor,Point Machine Failure,Signal Failure,5,180,110,171.11,172.5,0.934,0.78,64.22497317866802,28.26608915764401
TASK_16136,Engineering,CORR_010,Katni - Obra railway,Track Geometry Deviation,Wheel Defect,4,0,100,382.62,383.49,0.55,0.5,47.2263118671143,
TASK_16137,Engineering,CORR_008,Howrah - Delhi Railway,Rail Fracture,Wheel Defect,4,180,126,1235.69,1237.02,0.885,0.95,72.46231987483769,13.908971323670958
TASK_16138,Traction Distribution,CORR_014,Line 1: Nagercoil - Chennai Egmore,Insulator Flashover,Bearing Failure,2,180,96,110.81,112.15,0.514,0.38,53.45970764198948,7.51365589082623
TASK_16139,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Bearing Overheating,Bearing Failure,2,180,89,168.65,170.03,0.646,0.82,62.292513804247264,14.844124890313656
TASK_16140,Traction Distribution,CORR_003,Bina - Katni railway,Bearing Overheating,Brake Failure,2,37,102,424.19,425.54,0.553,0.51,72.96627647393215,19.26269934908485
TASK_16141,Engineering,CORR_009,Kashmir Railway,Sleeper Crack,Wheel Defect,4,60,122,115.94,117.01,0.711,0.37,53.55103695686494,17.58171859781241
TASK_16142,Engineering,CORR_005,Delhi - Kalka Line,Rail Fracture,Wheel Defect,2,180,83,571.68,572.5,0.598,0.66,70.73512659481631,
TASK_16143,Traction Distribution,CORR_019,Mumbai-Pune Railway,Transformer Oil Leak,Bearing Failure,3,5,127,62.7,63.98,0.522,0.63,44.92708738509246,5.32830129054169
TASK_16144,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Insulator Flashover,Bearing Failure,4,180,139,295.46,296.7,0.846,0.82,66.01025554365336,23.22567576680004
TASK_16145,Signal & Telecom,CORR_010,Katni - Obra railway,Track Circuit Failure,Signal Failure,2,180,59,228.3,229.21,0.55,0.5,51.42743398593508,6.732408744874684
TASK_16146,Engineering,CORR_003,Bina - Katni railway,Loose Fastening,Wheel Defect,5,42,131,13.92,14.5,0.853,0.51,54.46410149387119,8.099821169828667
TASK_16147,Engineering,CORR_017,Lumding - Silchar BG Line,Ballast Deficiency,Track Defect,2,180,86,66.27,67.08,0.511,0.37,53.61484878710398,11.857206083588578
TASK_16148,Traction Distribution,CORR_015,Line 2: Chennai Egmore - Nagercoil,Brake Pad Wear,Brake Failure,2,180,95,168.63,169.96,0.514,0.38,52.84737089428258,20.241738612313306
TASK_16149,Signal & Telecom,CORR_007,Howrah - Chennai Main Line,Cable Cut,Signal Failure,3,0,81,680.77,682.07,0.594,0.98,51.58782781144968,9.224945306988577
TASK_16150,Traction Distribution,CORR_019,Mumbai-Pune Railway,OHE Wire Sag,Bearing Failure,2,180,100,93.52,94.22,0.589,0.63,47.53528803032536,12.537446978029026
TASK_16151,Engineering,CORR_020,Western Dedicated Freight Corridor,Track Geometry Deviation,Wheel Defect,3,180,92,1090.66,1092.07,0.746,0.82,57.7655607880443,6.324399507585265
TASK_16152,Traction Distribution,CORR_011,Kolkata Circular Railway,Transformer Oil Leak,Brake Failure,4,171,147,23.48,24.61,0.744,0.48,43.78056073752188,3.1887943741644973
TASK_16153,Traction Distribution,CORR_012,Konkan Railway,Bearing Overheating,Bearing Failure,3,180,132,133.03,134.51,0.656,0.52,48.285106128993824,26.691211826847407
TASK_16154,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Bearing Overheating,Brake Failure,4,0,133,3192.29,3194.12,0.694,0.98,53.05669003443806,9.28918043011571
TASK_16155,Signal & Telecom,CORR_012,Konkan Railway,Track Circuit Failure,Signal Failure,2,103,50,119.17,120.13,0.556,0.52,46.16144967272889,57.909481915534826
TASK_16156,Engineering,CORR_008,Howrah - Delhi Railway,Track Geometry Deviation,Wheel Defect,3,180,86,2180.03,2181.05,0.785,0.95,44.94224773512831,5.920434945534637
TASK_16157,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Transformer Oil Leak,Brake Failure,2,180,100,479.71,481.23,0.694,0.98,64.0076932292821,12.281935527629065
TASK_16158,Engineering,CORR_002,Bhairabi Sairang Railway Link,Track Geometry Deviation,Wheel Defect,5,40,131,37.16,39.08,0.811,0.37,63.30578460404936,11.718287166670098
TASK_16159,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Pantograph Damage,Brake Failure,2,141,88,477.95,479.18,0.634,0.78,60.76050456978326,11.035130131207868
TASK_16160,Traction Distribution,CORR_005,Delhi - Kalka Line,Bearing Overheating,Brake Failure,2,180,98,133.98,134.73,0.598,0.66,44.371345415892335,11.946656235920871
TASK_16161,Traction Distribution,CORR_011,Kolkata Circular Railway,Brake Pad Wear,Bearing Failure,3,130,124,16.2,18.1,0.644,0.48,60.60633403728365,25.271930115994724
TASK_16162,Engineering,CORR_012,Konkan Railway,Sleeper Crack,Track Defect,3,21,104,18.87,20.07,0.596,0.52,64.15326072579626,13.749937300817948
TASK_16163,Traction Distribution,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Brake Pad Wear,Brake Failure,3,116,121,100.49,101.68,0.611,0.37,67.91696136145933,14.504434823731648
TASK_16164,Traction Distribution,CORR_008,Howrah - Delhi Railway,Transformer Oil Leak,Brake Failure,3,119,122,1420.17,1421.48,0.785,0.95,58.432819916822034,13.73285523326854
TASK_16165,Traction Distribution,CORR_008,Howrah - Delhi Railway,Bearing Overheating,Brake Failure,3,124,129,2668.12,2669.0,0.785,0.95,59.2935597048836,26.383188933250565
TASK_16166,Traction Distribution,CORR_018,Mumbai - Delhi Railway,Brake Pad Wear,Bearing Failure,4,16,129,2344.05,2345.73,0.771,0.88,57.22649593559375,4.368330775713875
TASK_16167,Traction Distribution,CORR_010,Katni - Obra railway,Brake Pad Wear,Brake Failure,3,180,127,127.3,128.76,0.65,0.5,50.24246743269579,36.395505403150814
TASK_16168,Engineering,CORR_020,Western Dedicated Freight Corridor,Sleeper Crack,Track Defect,4,124,120,1656.79,1658.72,0.846,0.82,48.73114500732135,12.77878038229268
TASK_16169,Signal & Telecom,CORR_008,Howrah - Delhi Railway,Panel Indication Fault,Signal Failure,4,180,76,2429.35,2430.16,0.885,0.95,60.89416060103801,14.949606889535904
TASK_16170,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Rail Wear,Track Defect,3,180,100,117.21,118.64,0.614,0.38,53.72271690277874,13.615052400816907
TASK_16171,Traction Distribution,CORR_002,Bhairabi Sairang Railway Link,Brake Pad Wear,Bearing Failure,3,126,113,44.89,46.16,0.611,0.37,52.620444449545744,4.149466274600688
TASK_16172,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Ballast Deficiency,Wheel Defect,5,132,144,22.44,24.28,0.814,0.38,45.64174712470504,22.605372695228315
TASK_16173,Signal & Telecom,CORR_018,Mumbai - Delhi Railway,Track Circuit Failure,Signal Failure,4,22,76,671.56,672.11,0.811,0.88,59.71425085573619,8.459612951955986
TASK_16174,Signal & Telecom,CORR_020,Western Dedicated Freight Corridor,Cable Cut,Signal Failure,3,180,82,249.61,251.25,0.746,0.82,55.70634356092862,31.712820158570665
TASK_16175,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Transformer Oil Leak,Brake Failure,3,73,114,1706.55,1707.98,0.746,0.82,65.95995013340995,10.168790498779638
TASK_16176,Traction Distribution,CORR_007,Howrah - Chennai Main Line,OHE Wire Sag,Bearing Failure,3,180,130,346.07,347.48,0.794,0.98,50.19670106972202,21.151184077027963
TASK_16177,Engineering,CORR_012,Konkan Railway,Sleeper Crack,Track Defect,2,180,90,394.9,396.71,0.556,0.52,55.75233553815372,44.271006332017215
TASK_16178,Engineering,CORR_009,Kashmir Railway,Loose Fastening,Track Defect,2,180,64,16.39,17.77,0.511,0.37,60.01337306560597,24.966931235493615
TASK_16179,Engineering,CORR_012,Konkan Railway,Ballast Deficiency,Wheel Defect,3,162,106,266.7,268.27,0.656,0.52,59.276424899289616,1.8472230393021545
TASK_16180,Signal & Telecom,CORR_005,Delhi - Kalka Line,Point Machine Failure,Signal Failure,2,0,63,382.64,384.11,0.398,0.66,71.63048769934267,25.53458466997213
TASK_16181,Signal & Telecom,CORR_018,Mumbai - Delhi Railway,Axle Counter Fault,Signal Failure,2,0,64,2372.47,2373.07,0.464,0.88,48.24769512087372,3.119302265766648
TASK_16182,Engineering,CORR_019,Mumbai-Pune Railway,Sleeper Crack,Wheel Defect,2,78,70,63.26,63.93,0.589,0.63,65.1808836837104,9.882831644385996
TASK_16183,Traction Distribution,CORR_009,Kashmir Railway,Insulator Flashover,Brake Failure,3,61,107,49.51,50.52,0.611,0.37,45.91973619123754,14.12906118335388
TASK_16184,Traction Distribution,CORR_007,Howrah - Chennai Main Line,Brake Pad Wear,Bearing Failure,2,156,89,2964.39,2965.9,0.694,0.98,70.62037984832833,9.508651430907802
TASK_16185,Traction Distribution,CORR_004,Bolangir - Khurda,Pantograph Damage,Brake Failure,5,180,179,216.45,216.99,0.814,0.38,56.96451968438684,8.081744061716485
TASK_16186,Signal & Telecom,CORR_015,Line 2: Chennai Egmore - Nagercoil,Cable Cut,Signal Failure,3,24,86,5.56,7.22,0.574,0.38,48.696040557162526,4.851167436893347
TASK_16187,Signal & Telecom,CORR_007,Howrah - Chennai Main Line,Panel Indication Fault,Signal Failure,3,180,80,2225.38,2226.18,0.794,0.98,71.93758432632116,16.605861484675437
TASK_16188,Traction Distribution,CORR_019,Mumbai-Pune Railway,Bearing Overheating,Brake Failure,3,68,130,47.7,49.04,0.689,0.63,47.08176997297699,6.727071273194944
TASK_16189,Signal & Telecom,CORR_014,Line 1: Nagercoil - Chennai Egmore,Panel Indication Fault,Signal Failure,5,19,105,147.63,148.43,0.741,0.38,61.03818519112393,9.600072407759049
TASK_16190,Engineering,CORR_014,Line 1: Nagercoil - Chennai Egmore,Sleeper Crack,Wheel Defect,3,69,91,156.71,157.47,0.614,0.38,57.43929912537007,17.996755951502102
TASK_16191,Traction Distribution,CORR_011,Kolkata Circular Railway,OHE Wire Sag,Brake Failure,2,110,89,99.52,100.52,0.544,0.48,61.7356524064393,1.8182650673144685
TASK_16192,Engineering,CORR_002,Bhairabi Sairang Railway Link,Rail Wear,Track Defect,2,173,76,24.16,26.04,0.511,0.37,57.36775668678476,12.220834936593128
TASK_16193,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Insulator Flashover,Bearing Failure,2,171,109,300.56,301.42,0.646,0.82,53.87100694807943,31.22964658626272
TASK_16194,Engineering,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Track Geometry Deviation,Wheel Defect,3,180,93,60.72,61.29,0.611,0.37,52.7182138719525,7.333987520289442
TASK_16195,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Insulator Flashover,Brake Failure,2,180,86,1502.87,1504.69,0.646,0.82,47.64214426573054,11.509656249107566
TASK_16196,Engineering,CORR_011,Kolkata Circular Railway,Rail Wear,Wheel Defect,2,35,78,119.05,120.21,0.544,0.48,53.86385515764769,0.7279502317799623
TASK_16197,Engineering,CORR_016,Lucknow–Moradabad line,Loose Fastening,Track Defect,3,168,99,253.12,254.55,0.695,0.65,59.56005794516775,7.775971403681807
TASK_16198,Traction Distribution,CORR_002,Bhairabi Sairang Railway Link,Insulator Flashover,Brake Failure,3,180,114,13.63,15.46,0.611,0.37,65.78296194610886,24.451102094309327
TASK_16199,Engineering,CORR_013,Krishnapatnam Port - Obulavaripalle new line,Ballast Deficiency,Track Defect,3,180,101,12.34,13.97,0.611,0.37,55.52196782848739,30.663973637982554
TASK_16200,Traction Distribution,CORR_017,Lumding - Silchar BG Line,Bearing Overheating,Brake Failure,3,180,118,129.3,130.99,0.611,0.37,71.71997849203969,15.580351263156114
TASK_16201,Traction Distribution,CORR_017,Lumding - Silchar BG Line,Transformer Oil Leak,Bearing Failure,5,74,174,86.78,88.0,0.811,0.37,61.60570981385714,3.1448925971603057
TASK_16202,Engineering,CORR_017,Lumding - Silchar BG Line,Rail Fracture,Wheel Defect,2,83,74,109.29,110.82,0.511,0.37,58.85755685700829,13.71874925048467
TASK_16203,Traction Distribution,CORR_006,Eastern Dedicated Freight Corridor,Bearing Overheating,Brake Failure,2,180,111,272.65,274.6,0.634,0.78,63.49078681038148,21.71686298200028
TASK_16204,Signal & Telecom,CORR_020,Western Dedicated Freight Corridor,Point Machine Failure,Signal Failure,4,180,73,12.53,14.36,0.846,0.82,55.17401549334183,15.188571623982844
TASK_16205,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Bearing Overheating,Bearing Failure,4,137,148,1842.94,1844.36,0.846,0.82,67.53344479165506,20.8683418974198
TASK_16206,Engineering,CORR_003,Bina - Katni railway,Sleeper Crack,Wheel Defect,4,99,111,584.8,585.43,0.753,0.51,72.58196842482997,11.64208211405535
TASK_16207,Engineering,CORR_020,Western Dedicated Freight Corridor,Rail Fracture,Track Defect,4,180,124,761.93,763.9,0.846,0.82,56.53470512796597,34.98410751631223
TASK_16208,Engineering,CORR_007,Howrah - Chennai Main Line,Loose Fastening,Track Defect,3,180,92,1601.29,1602.13,0.794,0.98,68.97342152684323,23.7967219272855
TASK_16209,Traction Distribution,CORR_015,Line 2: Chennai Egmore - Nagercoil,OHE Wire Sag,Brake Failure,2,180,92,171.3,172.34,0.514,0.38,68.47650714654961,12.466608932911312
TASK_16210,Engineering,CORR_007,Howrah - Chennai Main Line,Track Geometry Deviation,Track Defect,2,175,66,727.36,728.07,0.694,0.98,51.660758207455245,15.940314083419343
TASK_16211,Traction Distribution,CORR_020,Western Dedicated Freight Corridor,Insulator Flashover,Bearing Failure,2,68,106,1529.14,1529.89,0.646,0.82,53.56517197028743,28.19323187421524
TASK_16212,Traction Distribution,CORR_003,Bina - Katni railway,Pantograph Damage,Brake Failure,2,180,107,12.93,14.62,0.553,0.51,58.67219003134867,3.0648014655207003
TASK_16213,Traction Distribution,CORR_010,Katni - Obra railway,Insulator Flashover,Brake Failure,3,180,117,546.4,547.09,0.65,0.5,51.934257689199256,16.366719464323495
TASK_16214,Engineering,CORR_008,Howrah - Delhi Railway,Ballast Deficiency,Track Defect,3,14,101,2021.93,2022.71,0.678,0.95,49.823558474436574,1.4126676072678896
